iter	Passed	Remaining
777	26065	7437
778	26090	7401
779	26118	7366
780	26150	7332
781	26181	7298
782	26210	7263
783	26237	7228
784	26272	7195
785	26303	7161
786	26338	7128
787	26373	7095
788	26398	7059
789	26428	7025
790	26463	6992
791	26500	6959
792	26532	6925
793	26564	6891
794	26595	6857
795	26632	6825
796	26663	6791
797	26697	6758
798	26728	6723
799	26759	6689
800	26795	6657
801	26828	6623
802	26857	6588
803	26893	6556
804	26920	6521
805	26955	6488
806	26987	6454
807	27022	6421
808	27053	6387
809	27090	6354
810	27125	6321
811	27156	6287
812	27188	6253
813	27220	6219
814	27254	6186
815	27288	6153
816	27315	6118
817	27347	6084
818	27376	6050
819	27413	6017
820	27443	5983
821	27474	5949
822	27504	5915
823	27536	5881
824	27571	5848
825	27601	5814
826	27635	5780
827	27666	5747
828	27700	5713
829	27734	5680
830	27766	5646
831	27808	5615
832	27843	5582
833	27875	5548
834	27911	5515
835	27944	5482
836	27976	5448
837	28011	5415
838	28043	5381
839	28072	5347
840	28105	5313
841	28144	5281
842	28181	5248
843	28216	5215
844	28250	5182
845	28285	5148
846	28314	5114
847	28344	5080
848	28378	5047
849	28415	5014
850	28445	4980
851	28473	4946
852	28505	4912
853	28532	4877
854	28563	4844
855	28595	4810
856	28636	4778
857	28665	4744
858	28705	4711
859	28733	4677
860	28765	4643
861	28804	4611
862	28837	4577
863	28864	4543
864	28896	4509
865	28926	4475
866	28961	4442
867	28994	4409
868	29024	4375
869	29059	4342
870	29099	4309
871	29131	4276
872	29170	4243
873	29203	4210
874	29236	4176
875	29275	4144
876	29312	4111
877	29344	4077
878	29380	4044
879	29409	4010
880	29445	3977
881	29475	3943
882	29504	3909
883	29537	3875
884	29561	3841
885	29595	3807
886	29631	3774
887	29659	3740
888	29694	3707
889	29725	3673
890	29759	3640
891	29792	3607
892	29825	3573
893	29860	3540
894	29895	3507
895	29927	3473
896	29954	3439
897	29985	3405
898	30022	3372
899	30055	3339
900	30094	3306
901	30132	3273
902	30158	3239
903	30192	3206
904	30225	3172
905	30258	3139
906	30282	3105
907	30315	3071
908	30352	3038
909	30387	3005
910	30420	2971
911	30454	2938
912	30482	2904
913	30514	2871
914	30542	2837
915	30570	2803
916	30605	2770
917	30637	2736
918	30669	2703
919	30703	2669
920	30736	2636
921	30767	2602
922	30801	2569
923	30834	2536
924	30867	2502
925	30905	2469
926	30939	2436
927	30971	2402
928	31007	2369
929	31038	2336
930	31072	2302
931	31108	2269
932	31136	2235
933	31165	2202
934	31194	2168
935	31227	2135
936	31267	2102
937	31294	2068
938	31329	2035
939	31358	2001
940	31389	1968
941	31418	1934
942	31453	1901
943	31485	1867
944	31518	1834
945	31553	1801
946	31587	1767
947	31622	1734
948	31653	1701
949	31689	1667
950	31726	1634
951	31753	1601
952	31785	1567
953	31815	1534
954	31847	1500
955	31883	1467
956	31920	1434
957	31947	1400
958	31983	1367
959	32010	1333
960	32041	1300
961	32071	1266
962	32102	1233
963	32136	1200
964	32169	1166
965	32193	1133
966	32224	1099
967	32254	1066
968	32286	1032
969	32319	999
970	32348	966
971	32381	932
972	32422	899
973	32448	866
974	32476	832
975	32506	799
976	32530	765
977	32558	732
978	32593	699
979	32629	665
980	32663	632
981	32689	599
982	32721	565
983	32748	532
984	32779	499
985	32812	465
986	32845	432
987	32879	399
988	32915	366
989	32948	332
990	32982	299
991	33021	266
992	33056	233
993	33094	199
994	33127	166
995	33154	133
996	33182	99
997	33218	66
998	33251	33
999	33287	0
