iter	RMSE
228	0.01846907688
229	0.01846877788
230	0.01846824255
231	0.01846766825
232	0.01846743435
233	0.01846709041
234	0.01846681222
235	0.01846649259
236	0.01846625619
237	0.01846594279
238	0.01846578188
239	0.01846561321
240	0.01846532901
241	0.01846498559
242	0.01846474034
243	0.0184645419
244	0.01846424257
245	0.01846410854
246	0.01846407207
247	0.01846388021
248	0.01846333492
249	0.0184630823
250	0.01846286654
251	0.01846263985
252	0.01846248096
253	0.01846211436
254	0.01846189016
255	0.01846178343
256	0.01846163215
257	0.01846126716
258	0.01846097001
259	0.01846047233
260	0.01846020364
261	0.01846001028
262	0.01845981773
263	0.01845971609
264	0.01845940356
265	0.01845923415
266	0.01845901282
267	0.01845860758
268	0.01845844761
269	0.01845820613
270	0.0184579217
271	0.01845778469
272	0.01845744991
273	0.01845694678
274	0.01845676912
275	0.01845668358
276	0.01845651233
277	0.01845636063
278	0.01845603172
279	0.01845559746
280	0.01845550205
281	0.01845516284
282	0.01845489684
283	0.01845474492
284	0.01845460907
285	0.01845459099
286	0.0184543548
287	0.01845407821
288	0.01845399904
289	0.01845362891
290	0.01845333829
291	0.01845316504
292	0.01845301079
293	0.0184529251
294	0.01845263507
295	0.01845250261
296	0.01845183885
297	0.01845153364
298	0.0184510635
299	0.01845089113
300	0.01845060728
301	0.01845047567
302	0.01845037376
303	0.01845029193
304	0.01845013461
305	0.01844982368
306	0.0184494617
307	0.01844942764
308	0.01844929427
309	0.01844895929
310	0.01844880258
311	0.01844874318
312	0.01844865085
313	0.01844854163
314	0.01844845171
315	0.01844838251
316	0.0184483157
317	0.01844820226
318	0.01844804103
319	0.0184477953
320	0.01844777587
321	0.01844745411
322	0.01844720135
323	0.01844694353
324	0.01844659632
325	0.01844644813
326	0.01844632756
327	0.01844618264
328	0.01844610482
329	0.01844584942
330	0.0184454833
331	0.01844542642
332	0.01844526387
333	0.01844511152
334	0.01844483312
335	0.01844461996
336	0.0184443321
337	0.01844431993
338	0.01844409788
339	0.0184439424
340	0.01844369107
341	0.01844359413
342	0.01844348977
343	0.01844325622
344	0.01844298761
345	0.01844264404
346	0.01844244576
347	0.01844219591
348	0.01844212837
349	0.01844199857
350	0.0184417957
351	0.01844154801
352	0.01844141665
353	0.01844109844
354	0.01844081637
355	0.01844071147
356	0.01844069425
357	0.01844056248
358	0.0184405027
359	0.01844024444
360	0.01843997718
361	0.01843981523
362	0.01843975164
363	0.01843967947
364	0.01843960393
365	0.01843952824
366	0.01843908678
367	0.01843865388
368	0.01843843353
369	0.01843815338
370	0.01843799202
371	0.01843788553
372	0.01843770739
373	0.01843725889
374	0.01843710023
375	0.01843692844
376	0.01843666589
377	0.01843649761
378	0.01843640153
379	0.01843636525
380	0.01843632414
381	0.01843620939
382	0.01843603312
383	0.01843597403
384	0.01843569711
385	0.01843548942
386	0.01843547594
387	0.01843535031
388	0.01843529632
389	0.01843512301
390	0.01843484665
391	0.01843474663
392	0.01843461122
393	0.01843448027
394	0.01843439064
395	0.01843432255
396	0.01843427795
397	0.01843410378
398	0.01843387474
399	0.01843371577
400	0.01843353505
401	0.01843347373
402	0.0184332481
403	0.0184329571
404	0.01843285097
405	0.01843270092
406	0.01843262444
407	0.01843252006
408	0.01843247909
409	0.01843244836
410	0.01843229678
411	0.01843198271
412	0.01843187413
413	0.01843171948
414	0.01843148103
415	0.0184313623
416	0.01843130595
417	0.0184312808
418	0.01843113958
419	0.01843107738
420	0.01843077478
421	0.01843062919
422	0.01843044934
423	0.01843039561
424	0.01843025678
425	0.01843013327
426	0.01842997752
427	0.01842966997
428	0.01842952092
429	0.01842930008
430	0.01842911159
431	0.01842902752
432	0.01842891264
433	0.01842880472
434	0.01842867746
435	0.01842860519
436	0.01842844786
437	0.01842814402
438	0.01842813897
439	0.01842807331
440	0.01842797943
441	0.01842766936
442	0.01842737433
443	0.0184269757
444	0.01842688551
445	0.01842673915
446	0.01842668337
447	0.01842653134
448	0.0184262297
449	0.01842603183
450	0.01842577605
451	0.01842555138
452	0.01842549581
453	0.01842531155
454	0.018425073
455	0.01842505769
456	0.01842487532
457	0.01842476078
458	0.01842460905
459	0.0184245047
460	0.01842439042
461	0.0184243386
462	0.01842402434
463	0.01842393461
464	0.01842391074
465	0.01842363426
466	0.01842353606
467	0.01842325031
468	0.01842305382
469	0.0184229846
470	0.01842297765
471	0.01842286064
472	0.01842265897
473	0.01842252524
474	0.01842244309
475	0.01842220735
476	0.01842211851
477	0.01842200008
478	0.01842194017
479	0.01842183322
480	0.01842163075
481	0.01842144213
482	0.01842139885
483	0.01842135306
484	0.01842108845
485	0.01842101471
486	0.01842069429
487	0.01842059152
488	0.01842052974
489	0.01842046018
490	0.01842019051
491	0.01842007991
492	0.01841993269
493	0.01841991316
494	0.01841983817
495	0.01841982863
496	0.01841970817
497	0.01841964701
498	0.01841944427
499	0.0184193452
500	0.01841924143
501	0.01841902625
502	0.01841896537
503	0.01841882285
504	0.01841871926
505	0.01841861455
506	0.01841840405
507	0.01841827527
508	0.01841799454
509	0.01841794186
510	0.01841783606
511	0.01841757221
512	0.01841750158
513	0.01841735502
514	0.01841723257
515	0.01841698435
516	0.01841693592
517	0.01841674437
518	0.01841672216
519	0.01841665566
520	0.01841658419
521	0.01841653979
522	0.01841648911
523	0.01841637672
524	0.0184161557
525	0.01841609388
526	0.01841602452
527	0.01841596652
528	0.01841581387
529	0.01841573281
530	0.01841568625
531	0.01841551938
532	0.01841547859
533	0.01841546557
534	0.01841546031
535	0.01841532817
536	0.01841499238
537	0.01841489566
538	0.01841483644
539	0.01841458939
540	0.01841454409
541	0.01841454391
542	0.01841441807
543	0.01841432067
544	0.01841430703
545	0.01841416058
546	0.01841402631
547	0.01841382497
548	0.01841373741
549	0.01841364216
550	0.01841348106
551	0.01841342585
552	0.01841334471
553	0.01841327827
554	0.01841324778
555	0.01841312743
556	0.01841309232
557	0.01841305101
558	0.0184128657
559	0.01841259866
560	0.0184125818
561	0.01841248368
562	0.01841243837
563	0.01841236473
564	0.01841219753
565	0.01841216596
566	0.01841205023
567	0.01841187223
568	0.01841181265
569	0.01841174756
570	0.01841154669
571	0.01841146251
572	0.01841142666
573	0.01841131163
574	0.01841104793
575	0.0184109314
576	0.01841068586
577	0.01841056783
578	0.01841041375
579	0.01841037645
580	0.0184102566
581	0.01841020447
582	0.01841005826
583	0.01840989645
584	0.01840980686
585	0.01840959418
586	0.01840949265
587	0.01840937502
588	0.01840919248
589	0.01840909397
590	0.01840894801
591	0.01840890913
592	0.01840881813
593	0.01840870898
594	0.01840856348
595	0.01840846614
596	0.01840826155
597	0.01840805998
598	0.01840790756
599	0.01840769073
600	0.01840767452
601	0.01840758163
602	0.01840739417
603	0.01840728566
604	0.01840710384
605	0.0184070628
606	0.01840693255
607	0.01840683211
608	0.01840672806
609	0.01840670131
610	0.01840662345
611	0.01840655459
612	0.01840645551
613	0.0184063784
614	0.0184062996
615	0.0184061727
616	0.01840611851
617	0.01840600138
618	0.01840594188
619	0.01840581079
620	0.01840566289
621	0.01840557621
622	0.01840547461
623	0.0184053165
624	0.01840527355
625	0.01840523972
626	0.01840512844
627	0.01840509715
628	0.01840495075
629	0.01840488447
630	0.01840472096
631	0.01840457365
632	0.01840452942
633	0.01840443071
634	0.01840432955
635	0.01840427668
636	0.01840417758
637	0.01840410867
638	0.0184040229
639	0.018403987
640	0.01840388713
641	0.01840381213
642	0.01840367272
643	0.0184035072
644	0.01840341557
645	0.01840331911
646	0.0184032182
647	0.01840308286
648	0.01840294513
649	0.01840291411
650	0.01840283824
651	0.01840266345
652	0.01840262358
653	0.01840254899
654	0.01840245516
655	0.01840232757
656	0.0184022648
657	0.01840216862
658	0.01840208457
659	0.01840200101
660	0.01840189576
661	0.01840188266
662	0.01840179007
663	0.01840172067
664	0.01840169831
665	0.01840166633
666	0.01840158376
667	0.01840144325
668	0.01840130567
669	0.01840119962
670	0.01840115831
671	0.01840101836
672	0.01840096201
673	0.01840071761
674	0.01840053308
675	0.01840047152
676	0.0184004413
677	0.01840042149
678	0.01840039524
679	0.01840037298
680	0.01840034287
681	0.01840024376
682	0.01840015241
683	0.01840000144
684	0.01839991125
685	0.01839983984
686	0.01839969198
687	0.01839962359
688	0.01839960213
689	0.01839949977
690	0.01839943775
691	0.01839933943
692	0.01839924087
693	0.01839916581
694	0.01839906379
695	0.01839899044
696	0.01839892373
697	0.01839877685
698	0.01839874247
699	0.01839863569
700	0.01839862803
701	0.01839859839
702	0.01839843307
703	0.01839827908
704	0.01839815295
705	0.01839804299
706	0.01839792417
707	0.01839785768
708	0.01839774288
709	0.0183976264
710	0.01839762015
711	0.01839755885
712	0.01839755741
713	0.01839750443
714	0.01839740935
715	0.01839732759
716	0.01839728996
717	0.0183972816
718	0.01839722601
719	0.01839722532
720	0.01839719067
721	0.018397116
722	0.01839700091
723	0.01839697427
724	0.01839694233
725	0.0183968408
726	0.01839681902
727	0.01839678726
728	0.01839678701
729	0.01839671175
730	0.0183966831
731	0.01839659109
732	0.01839650581
733	0.0183964697
734	0.01839646129
735	0.01839642097
736	0.01839634963
737	0.01839619507
738	0.01839610906
739	0.01839604737
740	0.01839597518
741	0.01839593433
742	0.01839587531
743	0.018395771
744	0.01839564479
745	0.01839563878
746	0.01839553894
747	0.0183955322
748	0.01839545084
749	0.01839534697
750	0.01839530129
751	0.01839524883
752	0.01839517817
753	0.01839513586
754	0.01839505696
755	0.01839497335
756	0.01839487074
757	0.01839487025
758	0.01839480868
759	0.01839466178
760	0.01839457888
761	0.01839445522
762	0.01839434792
763	0.01839416831
764	0.01839405393
765	0.01839394889
766	0.01839390886
767	0.01839388487
768	0.01839385043
769	0.01839370851
770	0.01839355023
771	0.01839345474
772	0.01839335509
773	0.01839327167
774	0.01839319104
775	0.01839314479
776	0.0183931023
777	0.01839302051
778	0.01839300306
779	0.01839296845
780	0.01839291058
781	0.01839284756
782	0.01839281587
783	0.01839277657
784	0.01839266976
785	0.01839257723
786	0.01839240936
787	0.01839229642
788	0.01839229598
789	0.0183922727
790	0.01839223007
791	0.01839212306
792	0.01839206235
793	0.01839202441
794	0.01839195962
795	0.01839175497
796	0.01839169073
797	0.01839160977
798	0.01839153263
799	0.01839141732
800	0.01839120991
801	0.01839110655
802	0.0183910282
803	0.01839089561
804	0.01839086429
805	0.01839072927
806	0.01839067391
807	0.01839063422
808	0.01839055633
809	0.01839048999
810	0.01839032207
811	0.01839026435
812	0.01839021318
813	0.01839016221
814	0.01839009362
815	0.01839000302
816	0.01838998226
817	0.01838981273
818	0.01838973748
819	0.01838968053
820	0.01838962206
821	0.01838955999
822	0.01838954744
823	0.01838951433
824	0.01838940653
825	0.01838938244
826	0.01838930037
827	0.01838924259
828	0.0183891686
829	0.01838909106
830	0.01838903954
831	0.01838875248
832	0.01838865387
833	0.01838858109
834	0.01838849867
835	0.01838839303
836	0.01838835316
837	0.01838828312
838	0.01838821303
839	0.01838819186
840	0.01838814184
841	0.01838800961
842	0.01838784217
843	0.01838778814
844	0.01838767169
845	0.01838762196
846	0.0183875449
847	0.01838751821
848	0.01838746864
849	0.01838732744
850	0.01838729346
851	0.01838728329
852	0.01838723445
853	0.01838721736
854	0.01838719707
855	0.01838715416
856	0.01838696076
857	0.01838690403
858	0.01838676528
859	0.0183867078
860	0.01838662481
861	0.01838633886
862	0.01838622602
863	0.01838620947
864	0.01838610942
865	0.01838604565
866	0.01838597238
867	0.0183859013
868	0.01838582927
869	0.01838572826
870	0.01838561884
871	0.01838552486
872	0.01838543652
873	0.01838536114
874	0.01838529033
875	0.01838521358
876	0.01838515589
877	0.01838506336
878	0.01838493233
879	0.0183849264
880	0.01838480571
881	0.01838475777
882	0.01838475559
883	0.01838465807
884	0.01838465734
885	0.01838457537
886	0.01838448706
887	0.01838437182
888	0.01838429489
889	0.01838419946
890	0.01838409931
891	0.01838406261
892	0.01838404027
893	0.01838392189
894	0.01838388096
895	0.01838379791
896	0.01838379277
897	0.01838375821
898	0.01838369922
899	0.0183836404
900	0.01838356633
901	0.01838349007
902	0.01838346455
903	0.01838340811
904	0.01838333674
905	0.01838327412
906	0.01838327163
907	0.01838318719
908	0.01838307846
909	0.01838291469
910	0.01838282429
911	0.01838271365
912	0.01838267403
913	0.01838265201
914	0.01838250558
915	0.01838240756
916	0.01838235541
917	0.01838229513
918	0.01838221483
919	0.01838218137
920	0.01838211569
921	0.01838200081
922	0.01838195904
923	0.0183819054
924	0.01838184682
925	0.01838176204
926	0.01838168558
927	0.01838164298
928	0.018381538
929	0.01838146423
930	0.01838140116
931	0.0183813116
932	0.01838126884
933	0.01838124793
934	0.01838122283
935	0.01838117111
936	0.01838107768
937	0.01838107698
938	0.01838098196
939	0.01838088835
940	0.01838087473
941	0.01838082266
942	0.01838079746
943	0.01838076748
944	0.01838070812
945	0.01838052719
946	0.01838051048
947	0.018380405
948	0.01838038799
949	0.01838033193
950	0.01838021432
951	0.01838020476
952	0.01838015608
953	0.0183801322
954	0.01838004385
955	0.0183799562
956	0.01837991382
957	0.01837990515
958	0.01837980716
959	0.0183797939
960	0.01837974035
961	0.01837969654
962	0.01837962963
963	0.0183795449
964	0.01837951034
965	0.01837950893
966	0.01837941544
967	0.0183793612
968	0.01837930975
969	0.01837926546
970	0.01837923284
971	0.01837920643
972	0.01837902267
973	0.01837899709
974	0.01837897081
975	0.01837891898
976	0.01837890852
977	0.01837890291
978	0.01837886212
979	0.0183787274
980	0.01837866778
981	0.01837866412
982	0.01837861493
983	0.01837860344
984	0.01837853965
985	0.01837847563
986	0.01837840112
987	0.01837835904
988	0.01837831467
989	0.01837827624
990	0.01837825589
991	0.01837816337
992	0.01837808718
993	0.01837801685
994	0.01837797697
995	0.01837795674
996	0.01837794582
997	0.01837774962
998	0.01837765885
999	0.01837760579
